CreditScore,DTI,RiskCategory,Average of LoanAmount,Average of Income,Average of Debt,First LoanPurpose,Average of DefaultProbability
647.3955555703469,0.5457338284278135,Medium,24474.885849906463,44937.14093763787,24523.71796249734,Real Estate,0.36972906180461124
647.4988032796551,0.19139578206269325,Low,23865.015935112548,111629.17531708707,21365.353310827373,Real Estate,0.19379997168436877
647.5117386575866,0.3969291510128766,Medium,20099.55680220454,48293.11282579797,19168.944273713052,Education,0.2790156960870898
647.5313480839287,0.2767960071030244,Low,29256.265354922518,65561.36268421133,18147.123411222918,Business,0.23900365547157376
647.622909718242,0.6134216834835854,Medium,36362.42724006229,37654.696148165036,23098.207102270273,Personal,0.43888573353116855
647.9256545477845,0.2919895282121203,Low,19415.21420593116,76164.17436892,22239.141340646616,Education,0.22806454617982108
648.1346126485603,0.12514443368924172,Low,5000,71461.055450119,8942.953315140643,Business,0.1441913123922862
648.2221079297798,0.32426262786767834,Low,31302.873143424873,66205.37883451651,21467.930119855493,Real Estate,0.26498142032191063
648.2318805587186,0.14655317404698615,Low,55747.18143678889,92392.1184021132,13540.358208754647,Real Estate,0.2279216925330031
648.4211135417335,0.05446643584453351,Low,37349.19873516558,73078.80200550701,3980.3418810283147,Education,0.1631992044288083
648.5368303153606,0.3599625944149413,Low,14364.685635542643,88802.87983422226,31965.715016644914,Business,0.24956691386233779
648.7161356251894,0.33678802221304516,Low,5597.385621938563,79964.41172600671,26931.05607263144,Personal,0.223246021970015
648.7827305143388,0.1822121052791258,Low,36731.95002297188,83268.69806447401,15172.564778179676,Education,0.21047561154255254
649.1174052282825,1.3254827872406973,High,14004.505067140159,22605.097918205116,29962.6681944714,Real Estate,0.7872202900506048
649.1373406726539,0.24635272210337303,Low,10265.446294340281,68794.66486813087,16947.752956453325,Real Estate,0.19356651578079306
649.1819295980262,0.49574530912695375,Medium,5000,60712.97163947264,30098.17089342634,Personal,0.29812302613744057
649.3881632746125,0.2314676308845063,Low,25767.96852821628,86259.38473381141,19966.25542589048,Business,0.21254870665669268
649.570513838015,0.22499364424462998,Low,53356.61027733674,101583.05060264863,22855.540748576568,Education,0.2591769637121724
649.606236966209,0.4770580198152893,Medium,22750.88921381336,62245.200314973685,29694.572005267368,Real Estate,0.32602696590366687
649.6567411071412,0.11741096578672529,Low,5000,65211.21114963556,7656.511281200779,Business,0.1414952995054191
649.6649852617352,0.3763017438032777,Low,10399.317429594481,69602.50129413257,26191.542610051976,Business,0.2494177406215078
649.7069589620553,0.3758033433232577,Low,20467.29119526068,72441.64817038467,27223.813578277714,Real Estate,0.2684775874207753
649.7627667730893,0.3566061777874492,Low,13302.205806675418,59524.21601792854,21226.703159947956,Business,0.24562146741873828
649.8009687015385,0.41295931650804596,Medium,43742.57351059238,54575.34365738573,22537.396614945734,Real Estate,0.3369572130442974
649.9788217130647,0.3467105205871109,Medium,43744.28357945,53445.104441413874,18529.979983715115,Business,0.30094491297805814
650.1244902654179,0.11121746498708941,Low,15583.991408732416,80619.83735470065,8966.333938261263,Business,0.15272389532353947
650.3822022173973,0.40005043529145656,Medium,22278.263961287248,67727.75575572289,27094.518171390395,Real Estate,0.28397587560349624
650.5566586630651,0.40425495055650745,Medium,41362.92505905547,80783.37287815637,32657.07840864701,Business,0.32656234666650996
650.7691134671401,0.46035046703850885,Medium,5000,60381.39920116162,27796.6053226934,Education,0.2793798339628942
650.8620671194209,0.08620140264149023,Low,29823.898170088578,102124.80057141646,8803.301053738562,Education,0.16316873167112955
650.9973379314979,0.37789796418262045,Medium,41331.54481325008,72859.39280090884,27533.416211045325,Education,0.31200583375074925
651.319911355155,0.27963432580242925,Low,31645.031956710627,105998.68810035079,29640.871682883575,Personal,0.24345093886578814
651.4824316793159,0.16652373941770515,Low,5000,111018.80865821632,18487.267163464883,Education,0.1566503312569623
651.508353588062,0.419864900419789,Medium,50036.042887394964,75574.89645869636,31731.246375866413,Personal,0.3544128024540444
651.7612997914529,0.3244743942820812,Medium,46998.11288917904,70939.09227914014,23017.91899819466,Business,0.2954624477273809
652.0849123026985,0.17064691001036655,Low,41827.86784345706,81483.32704976884,13904.877978407168,Personal,0.21318343845194043
652.128847344584,0.2672047728788167,Low,18813.792726752792,79153.75374326222,21150.26079147417,Personal,0.21506413066852761
652.4731575254208,0.4048836090539123,Medium,22212.31371710879,58830.12794213625,23819.354522315534,Education,0.2855509815901726
652.522143204571,0.3715673641872855,Low,9841.0267010663,59872.98509431393,22246.84725751886,Real Estate,0.24523657720074266
652.5229862702232,0.5069422353581061,Medium,37161.979683875645,57107.85395560992,28950.383140761154,Education,0.3745992709384359
652.58563517547,0.4368773508915567,Medium,7070.593546011329,84959.965824909,37117.084801423436,Business,0.2711645021207581
652.5865602537461,0.21647482107795207,Low,17130.063893997954,62537.18947150471,13537.72690156197,Real Estate,0.19167923379879118
652.6659957706368,0.42416743218317254,Medium,27932.225973299363,75104.87399436366,31857.041546629967,Education,0.3074596420429669
652.7942998942904,0.4940173544541887,Medium,7573.242341314544,36624.57569401917,18093.175992366534,Business,0.3012791355161392
653.0438648425511,0.37701026186402,Low,5000,64380.060899963646,24271.943618716847,Personal,0.23868460299236013
653.057907190363,0.1594747602100362,Low,37302.37280133227,67571.18268008417,10775.898155014975,Personal,0.2008894561154676
653.2099268473851,0.2481944581711643,Low,17111.80486157194,79481.84963620834,19726.954604900682,Real Estate,0.20405846215079762
653.2332456491888,0.5421665503056468,Medium,5000,68844.43530093998,37325.149994850915,Business,0.32139939447601823
653.4392852696201,0.23598881747609363,Low,18220.759421321833,79058.460417026,18656.91258529452,Real Estate,0.20085670767619754
653.4514551094018,0.04543286367709255,Low,23169.14301818084,84451.94964826087,3836.8939156341203,Business,0.1408950218202414
653.5511145967993,0.3194107316254489,Low,25739.62497280334,78930.4233940294,25211.22428379338,Personal,0.25022691944172776
653.687607174129,0.13733458760448075,Low,5000,86678.56370651929,11903.964800783539,Personal,0.14676154921543355
653.698257866621,0.49191957577731826,Medium,43450.008590787256,64861.1364925774,31906.462747863414,Business,0.3800617502818404
653.7955801032704,0.4235529569843598,Medium,16202.030956540966,72687.03435223519,30786.808334312955,Business,0.2823460173259968
654.1785178056214,0.33992673885797886,Medium,34970.54117999665,62460.65884424465,21232.04806784486,Real Estate,0.27789836998234796
654.3393216764207,0.29185898653525966,Low,28772.10413410768,81030.94684667225,23649.610024662255,Education,0.24280761466961298
654.3401817743302,0.2090710452440062,Low,22730.511696512163,63585.07412501048,13293.797909233552,Education,0.19706577578929163
654.551818714625,0.14958838785367268,Low,27556.956564948563,35806.59752240449,5356.251197901798,Business,0.18159908433966132
654.5929901176345,0.32476122931975654,Low,24151.172666501563,93308.04235404148,30302.83454031842,Real Estate,0.2494122717392413
654.7126647869031,0.4266169119427475,Medium,50547.58914877057,40796.63214686749,17404.533224160827,Personal,0.35816048690205016
654.7910084496165,0.1910101287355996,Low,28471.688837883587,66199.11026606032,12644.700574102335,Education,0.19888602050270554
654.8512614724328,0.4906272794896713,Medium,35431.03711825448,48910.609989902936,23996.879517526417,Business,0.3601435152196622
655.0134911924184,0.20370559206611172,Low,33044.363642757846,111934.14651472066,22801.61158819607,Personal,0.21145145191263268
655.3438588800115,0.1875639193742835,Low,32442.987810449744,76547.36615295237,14357.524013426115,Education,0.20372890504269697
655.4048776246898,0.15409552332261486,Low,21587.856100698882,82546.00986089704,12719.970587708656,Education,0.1742962704068622
655.4181907183977,0.14128410905528985,Low,25516.61517558762,69166.12500413446,9772.074348015944,Personal,0.17534004653805388
655.4423126428948,0.14382251575091182,Low,5000,87436.19924434392,12575.294143019517,Real Estate,0.14841251015896767
655.6385717943224,0.5637386991092532,Medium,11905.583643194494,46282.75697641121,26091.38120907177,Business,0.3478265404805608
655.6398539402536,0.2415940842244662,Low,31965.547953198613,86195.8089586208,20824.39752934503,Real Estate,0.2255919985368928
655.7347082316065,0.645790251376757,Medium,5000,59433.905491953745,38381.83676795123,Personal,0.37925695377875174
656.0253516300378,0.29445302319742794,Low,15508.674551724414,96883.83036941897,28527.736751222197,Education,0.21986170100535968
656.0581271995798,0,Low,20734.23025590236,46038.313170053516,0,Education,0.12450894938924541
656.188956322767,0.33916068011968714,Low,16666.798307697,58215.64953554723,19744.459290085546,Real Estate,0.24169467942882783
656.4978926120249,0.24820727491483305,Low,36034.3299586862,68694.6151071931,17050.50321707972,Personal,0.23547243810017054
656.6752310385901,0.17397147429986343,Low,43453.33263476181,92449.14656560289,16083.51432578209,Real Estate,0.21595834119706708
656.7097215440918,0.24258522403799504,Low,43792.63951641225,55482.53494045335,13459.243168725763,Education,0.2470310316434602
656.7797868845306,0.10317896076554067,Low,5000,117660.66749312534,12140.105394920505,Education,0.13574664094088287
657.1349172456605,0,Low,34061.81334382777,65446.851064697665,0,Personal,0.1395500993872399
657.1939586262906,0.31511942231214934,Low,27715.941141566236,73596.68577082705,23191.745104191803,Education,0.2507162220499687
657.2230236988065,0.22168616435738564,Low,47920.47039081749,112623.14138881181,24966.992232365217,Personal,0.244828812312841
657.3375795488494,0.2703149399333352,Low,5000,64404.79592465922,17409.57854179297,Business,0.19244198850410152
657.3954833583459,0.3288646943265473,Medium,47848.57932568387,88027.82502611596,28949.243769444412,Business,0.2974517307165851
657.4170261920189,0.2642946247099132,Low,5000,127647.64129674781,33736.58545162958,Personal,0.19009220999268894
657.4905367574294,0.8086051607141429,Medium,21272.07072888326,35248.62170798214,28502.217421134927,Business,0.518480625241451
657.4993571002093,0.091693538229466,Low,33788.563017469736,87909.68362282151,8060.749936009446,Personal,0.16893787503194593
657.8477989435759,0.27167695487531074,Low,5000,76114.4982457739,20678.555105274034,Personal,0.19283153122566316
658.1617881380892,0.6085589705517328,Medium,5675.385738046934,40932.35121289691,24909.749516382515,Business,0.3581711590276371
658.1640131979702,0.2227798955965718,Low,5000,59543.495709248564,13265.093757561315,Personal,0.17443495022421965
658.5377789850669,0.43917859280187305,Medium,38394.30805163154,58064.1256386319,25500.520990245517,Education,0.33620864754186797
658.7881833300978,0.248190153412422,Low,23049.0955966957,67133.22375345278,16661.8051024399,Business,0.2122190550459201
658.9619103159473,0.39756018980002944,Low,14316.688545264236,60846.61068762439,24190.19009366045,Personal,0.2638978896243199
659.1316593197458,0.24756009551250083,Medium,56437.65252713738,61963.27784395682,15339.634981317577,Business,0.2729122707210676
659.1902797557373,0.08976946017538759,Low,44881.48163642618,47802.877180401614,4291.238479315007,Real Estate,0.18391594923000357
659.3267419438362,0.11737632341850933,Low,32589.48330183798,118796.05866435345,13943.844602631358,Real Estate,0.17592813714399086
659.3501088928283,0.2287493642318439,Low,28857.98455533891,80431.57674390747,18398.672044333594,Personal,0.21364278673091702
659.5358780943448,0.19650229545175443,Low,27354.594414526513,78427.36562379941,15411.1573713106,Real Estate,0.19796132272033115
659.594958041989,0.2571381216990071,Low,25774.914652766198,66838.49253956898,17186.724428817866,Real Estate,0.2203897317560072
659.648184353661,0.4159335243300469,Medium,27770.65712171625,61764.27070463224,25689.830791852753,Education,0.300158198179449
660.3764446969564,0.3292584640838207,Low,13411.46876865639,63718.42738526543,20979.831534708956,Education,0.23003575087558337
660.3993680040435,0.2509837508813997,Low,22945.067658363125,70731.05696576305,17752.345981073166,Business,0.21273785689378424
660.6434675105243,0.0937083819551865,Low,47952.92798295027,62068.54231514947,5816.342670669683,Education,0.18968762541545525
660.6450148762799,0.2043208147916159,Low,16160.925223160408,90833.25387925871,18559.124442783846,Business,0.18340703369781972
660.7489094143568,0.1757984350814725,Low,27145.731548184285,86813.09661384618,15261.606529290839,Personal,0.18922188763288858
660.8014364023825,0.20290428016813578,Low,28249.374631069284,89945.87210246523,18250.402433045914,Personal,0.2015933128878839
661.2401809838032,0.11680042104778707,Low,6438.6004266614145,112315.49022289514,13118.496548222764,Personal,0.14057681543552028
661.4745950704986,0.8607125352863944,Medium,28879.91721783082,21062.267141168566,18128.557349954513,Real Estate,0.5678960976880416
661.5236535583321,0.2984470942215688,Low,38335.55683419838,76481.8956083955,22825.799504882998,Business,0.26155126434580955
661.5361430376898,0.19479574828064466,Low,26178.655445787248,74629.7372801522,14537.555517475172,Education,0.19487475204377855
661.6746489815974,0.2910502081419961,Low,32213.62139123343,69364.30782278985,20188.496229448476,Business,0.24640112909192943
662.0115677105457,0.14396743172324739,Low,20802.84486434491,92446.41273441356,13309.272613400834,Real Estate,0.16793847703194376
662.0185163773768,0.40706034171594485,Low,10099.61950627074,75566.36752260922,30760.071385985982,Education,0.2592979010873662
662.0829923989389,0.06697834445576158,Low,9247.888905967817,121293.17133347018,8124.015809704872,Business,0.1291542992983503
662.1277288594787,0.5862749791071428,Medium,32832.13818900904,57856.848871674345,33920.02286344599,Business,0.4074657328211375
662.1485399596695,0.5679970452606703,Medium,33611.06831341002,61456.76576975777,34907.261368499516,Real Estate,0.3983381935422168
662.2979644529488,0.31015657414032677,Low,25619.884484059276,56611.51531532394,17558.433647093512,Personal,0.2428401779715011
662.4039341091745,0.05614501375166339,Low,16741.721024372684,96615.61451109244,5424.485005350694,Education,0.13456692652052626
662.4292882143134,0.559738377513239,Medium,31361.002922776766,33361.41184232556,18673.662536174263,Personal,0.38792640409999585
663.2431109414274,0.11811165213626709,Low,18132.27420726266,80120.59468627752,9463.17580853646,Personal,0.1552731958727444
663.296138451003,0.43268740789112836,Medium,41519.84436603643,39825.21027153771,17231.867001110793,Education,0.33768994979496175
663.4345808408339,0.2512938716459623,Low,25678.34063499974,47028.64852361717,11818.011165776928,Business,0.21657323598120262
663.5276106826454,0.16994342388960165,Low,27680.420752157133,64509.59467440453,10962.981392698719,Personal,0.18705385265319957
663.5690762125507,0.1717047703866789,Low,31759.05119293808,80151.00781445528,13762.31039304195,Personal,0.19401153510750466
663.6052641743541,0.4246292770609523,Medium,31382.348998603455,81872.36579136923,34765.40349725896,Business,0.3109522024182774
663.9378616941044,0.36700862903340925,Medium,26465.05565122503,78931.0955302315,28968.39315865532,Personal,0.271014222541705
663.9666187221404,0.27955758736431774,Low,7271.888118687981,70646.3759354556,19749.73041254856,Personal,0.19780136238846843
664.0076238372578,0.286449683257662,Low,5243.021200801224,73457.96581171792,21042.011039518762,Business,0.19730505095806727
664.1142451621884,0.5033858920284123,Medium,26641.12707749455,84476.65841823575,42524.35805344309,Real Estate,0.34364552761099065
664.1963571986475,0.16472829586777507,Low,52270.92883836737,91438.05008750448,15062.434168386875,Personal,0.22485729514148356
664.3235156913801,0.1204185858363165,Low,49437.49547351418,86411.97337186319,10405.607632765203,Education,0.20150505057432488
664.3470984738423,0.070033768921082,Low,38505.97882592595,85300.95372612096,5973.947282003064,Education,0.16627881861111346
664.575860577209,0.14859706729814967,Low,8839.358845228626,103831.37241315801,15429.03743413728,Personal,0.1527886401193443
664.601923518048,0.1283003566393733,Low,53315.31486010285,105460.5971281605,13530.632222944261,Education,0.2109975533873761
664.6095764430557,0.05019007354354599,Low,14073.075674794858,67245.96880128032,3375.0801196432585,Personal,0.12935942219694999
664.8136985611668,0.2591519425235349,Low,13243.697183133576,87233.52577681736,22606.73765823907,Business,0.19894777105052586
664.8977250255068,0.3769254905364333,Low,19097.052160454066,52418.96457565542,19758.04393609084,Business,0.2611375143348372
665.008090186256,0.2963574610978194,Low,19036.633517624177,79684.29465073042,23615.035252061018,Personal,0.2240387247508632
665.0161675996607,0.28128511031691783,Low,29811.785888990256,81538.54747528325,22935.579321666293,Business,0.23645262384861404
665.1696270465101,0.37006934010256365,Low,22277.452567964992,60485.12373693069,22383.68982734785,Business,0.2638834608975457
665.2455042881047,0.053365075386291164,Low,48916.63587623795,75947.97342632827,4052.9693273320463,Business,0.17488652209974764
665.3016526167909,0.47230924806570845,Medium,38706.57432078378,74755.0645430617,35307.508323436974,Real Estate,0.3529212915487851
665.6276240299823,0.258339031084745,Low,31440.112342026016,99130.17933016713,25609.19447941239,Business,0.2289255160787779
665.7562253315165,0.15597421784348392,Low,32073.135706273086,43595.50560219087,6799.7748877929425,Real Estate,0.18782624029123915
666.0119915752083,0.4506561074841068,Medium,24278.67239003841,71193.22643832784,32083.662305931422,Business,0.3087673682971468
666.0518534834096,0.7485941975741585,Medium,37232.51533666394,54255.07691347087,40615.03576636397,Personal,0.5170995847325462
666.0558302924621,0.2890364642904372,Low,19001.514068032942,64654.230997992556,18687.430329076953,Personal,0.22049461218850383
666.3003459085348,0.3834622590403865,Low,5000,59644.04869791743,22871.24165201824,Business,0.2373671739000869
666.4172444836973,0.35804150739274637,Low,23517.32198141041,75939.61187529484,27189.533106650666,Real Estate,0.26004138969254925
666.6673835382793,0.241403895526348,Low,38405.465340836665,73543.42174686254,17753.668500029755,Real Estate,0.23345439243011526
666.7742579344695,0.24634614371151253,Low,5000,54743.377593311525,13485.819963855516,Education,0.18082098987355938
666.8275891958875,0.15616473956896573,Low,23744.23060226182,100431.10189988317,15683.796872819516,Education,0.17524513925469973
666.8554585395866,0.18248311972250889,Low,19629.559303795206,46962.97874415438,8569.950872695164,Education,0.1788291424945235
667.0572799815084,0.20130380437605278,Low,30446.734416167852,103802.34430898946,20895.806812552488,Education,0.20271146105586127
667.191012375231,0.22962188326781424,Low,5000,60457.25648350263,13882.309090947147,Real Estate,0.17460421941876528
667.2522103223151,0.023476934407403668,Low,5000,56848.72675916804,1334.6338292694018,Business,0.11216533349741728
667.4230556977752,0.2890511697904195,Low,21824.99527103235,86766.34412969153,25079.913269125434,Real Estate,0.22497124894611017
667.6487149627002,0.5408775154130241,Medium,35822.18985636015,76637.48278772645,41451.49127773388,Real Estate,0.385139944947073
667.79597631629,0.15532632807968647,Low,37592.02756777607,98186.59606728496,15250.963433774756,Real Estate,0.19556814183068105
667.830801031249,0.18673552354265863,Low,10448.136094305346,74306.30225226437,13875.626253595621,Education,0.1669770558124975
667.925127706461,0.28022464628597366,Low,6573.342531013561,70049.6272889699,19629.63202951588,Education,0.19585636247454336
668.1722356390527,0.6106548525674493,Medium,21407.471169673754,84135.06438307567,51377.48533659994,Real Estate,0.3921185572273355
668.2689715021293,0.216412116944763,Low,38560.26332141971,67969.73031917383,14709.473226537051,Education,0.2222391106675974
668.2796099841839,0.4601874336498373,Medium,12925.502787211588,56202.40427345289,25863.640187550933,Personal,0.2891340719009479
668.2990070446509,0.3701913974431143,Low,23550.644949776655,70092.23767994258,25947.543416652858,Education,0.26534575818978823
668.4566813077615,0.21715325458988977,Low,39667.233245293006,86531.13926111533,18790.518513922183,Personal,0.22442311067498247
668.4737687409875,0.20727093341398423,Low,33870.238626376005,84428.31112772808,17499.53485401047,Real Estate,0.21035616699814766
668.4799642897117,0.4034626342510184,Low,12756.74133187053,81835.11951554319,33017.41289398798,Business,0.26048553199144586
668.5100184712403,0.12675096591355284,Low,44192.78004640238,76986.64610858452,9758.131756707951,Education,0.19451765616038774
668.5225672319826,0.2767492012959436,Low,5008.339037805254,89167.12894598706,24676.931717654334,Business,0.19188791952412587
668.5304627965986,0.23350907271441027,Low,31387.654879447437,70020.71703041853,16350.472704571146,Business,0.21719119930652456
668.570004232999,0.5926075330215935,Medium,22085.96302032221,74305.76460589514,44034.155852382755,Real Estate,0.38285422513031525
668.8398872682598,0.2278031889531267,Low,31483.944259512333,80197.65588496847,18269.281757161305,Education,0.21484601957476435
669.0977052303813,0.31483733174811535,Low,22261.465384306885,108380.43050578787,34122.205554154294,Education,0.23666476137682763
669.1491474787815,0.42773676812607003,Medium,38191.25561706105,85596.08355830566,36612.5921454787,Real Estate,0.32528317794889183
669.3895515049425,0.4413771092005659,Medium,36266.491817609654,61360.31504004403,27083.038472010638,Real Estate,0.3284579110486668
669.534309021032,0.3850760374725111,Low,21720.200838474462,63483.635187106396,24446.02668220141,Education,0.2686192902851527
669.7070284559829,0.22921895116216764,Low,40027.37280522905,89155.0387091095,20436.024463724538,Education,0.2299639407588825
669.7764389506939,0.6403354821043492,Medium,5000,46866.778063035556,30010.46092567141,Business,0.37025576984065534
669.8509681302171,0.2815318156935118,Low,11228.095248751377,58003.112610704164,16329.721609166776,Real Estate,0.20327020315128044
669.9254233026242,0.3577087124596332,Low,22313.600724757656,80599.3725263964,28831.097771471592,Education,0.2563906547599809
670.1766708285951,0.22934912111432387,Low,16706.18743949047,111248.97115993858,25514.853760404676,Business,0.19120025222875223
670.265135194166,0.11940049138600603,Low,19803.602409896506,77659.39348293752,9272.569742601934,Personal,0.1562652117442547
670.3086930613598,0.34474733898118837,Medium,40575.68276528975,63754.249415180544,21979.107834626477,Personal,0.2859221296868003
670.4486118699915,0.3388160567758343,Medium,49831.10669632443,90038.66065373548,30506.54396007612,Real Estate,0.30199972282609705
670.4548104136351,0.18217037400822575,Low,31381.672962762583,86215.69052736468,15705.94458874747,Personal,0.19561762545217987
670.4748447001094,0.22690872836971812,Low,5000,73016.48272441234,16568.077245025896,Education,0.17279893737064775
670.4980482499253,0.24909276436049463,Low,39676.331680420524,87513.34695530012,21798.941511534784,Business,0.2379889845878872
670.5439804611483,0.20250244263443493,Low,28434.945886890106,110309.08480562194,22337.859117907476,Personal,0.19897589695613255
670.6335490796813,0.12090267698243136,Low,22055.790229180948,98767.86546896168,11941.299335038111,Business,0.1596739061910459
670.6551920919007,0.4219358668569591,Medium,20800.100471882804,74088.27967289004,31260.50250772168,Personal,0.2848217043034024
670.7737321172075,0.0930077637974078,Low,13136.509274986704,112535.91625116131,10466.713917412877,Education,0.13945381101195445
670.8401690639806,0.31516954290475074,Low,30424.91591870525,63168.5722232834,19908.810033557966,Education,0.2513053337919886
670.9387913390949,0.5646883970441177,Medium,35428.04350125999,42745.682576206964,24137.99097451498,Personal,0.3969934674899452
670.9804159118796,0.5446434314207825,Medium,8444.952572044462,53582.15003877775,29183.16606002313,Education,0.3234361765669192
671.161291844211,0.15714542327848172,Low,13269.947612334445,87648.15478111042,13773.50638265548,Education,0.15991787598072496
671.2072797783965,0.12606042408705842,Low,37629.7554317819,80009.85700691753,10086.076505436928,Personal,0.18346665437004256
671.2218027250392,0.13908272550632578,Low,23688.470068342285,87157.93019433078,12122.16248091761,Personal,0.16799313882034547
671.2822871048583,0.15857964852966058,Low,23531.27130335644,89350.84511591925,14169.225614310615,Business,0.17467444890643616
671.8603546963853,0.29776301012095796,Low,20752.916548843492,74469.72249101567,22174.328731797228,Real Estate,0.2255346299791972
672.0477394799974,0.25337634184230745,Low,20345.384419226444,70720.22311548982,17918.831427274603,Personal,0.20602214616692469
672.2050911031666,0.24202530338062825,Low,23838.348089110095,75490.20348517885,18270.53940076577,Real Estate,0.20705038071439635
672.2370475587626,0.14517909993614733,Low,30409.718371536925,86451.65562712317,12550.973551935509,Education,0.17957114182710443
672.4581144216652,0.01762903129695725,Low,18276.630755497757,96072.8359321568,1693.6710314354314,Personal,0.1234830758040667
672.6109840591264,0.27444542444921455,Low,43284.56184690495,81575.02219319368,22387.891590265135,Personal,0.25578335210454245
672.7740664642241,0.40487925014296383,Low,12094.224838307471,72234.71397657631,29246.336829127686,Real Estate,0.2584370367054507
673.02768621595,0.45561918014469577,Medium,28510.36681529722,76835.21553071005,35007.59790634311,Education,0.31787725578442166
673.1314105800302,0,Low,20007.09393426233,71286.82046672366,0,Personal,0.12048895636569057
673.2751607799133,0.0749003625606612,Low,40860.52458067337,87318.71213888528,6540.203197532515,Personal,0.1690638525401195
673.2860418906848,0.33247132767085746,Low,25276.02446175157,95070.65795784048,31608.267873785197,Personal,0.2489512862928722
673.4263702164166,0.16280294240945203,Low,33606.1663150662,107572.31091142584,17513.08873816453,Real Estate,0.19072125358904063
673.6225439811233,0.46821445634764974,Medium,34048.712508570905,49782.320913299096,23308.80232214457,Business,0.33676982876646555
673.727286999855,0.3021085956753153,Low,31521.550968353367,63464.57338863335,19173.193141573007,Personal,0.24630011103362742
673.8645533202138,0.25936504623410367,Low,33297.23734568814,105067.96603534301,27250.95786847997,Business,0.23009271677212434
674.1617042102376,0.212866166585167,Low,10092.059877477199,71262.56711677281,15169.389483165605,Real Estate,0.17413346863896353
674.1885478439021,0,Low,39404.57194422206,63821.563054568236,0,Personal,0.14237545697505416
674.8372619925476,0.4207109352987956,Medium,23340.01947164006,85438.83131233795,35945.050632249724,Business,0.28787814614059154
674.8389123533752,0.050960704902016776,Low,17060.018313274435,51075.867518386585,2602.8622122190027,Personal,0.13091527574112344
675.2267876455463,0.029687844932174027,Low,11608.187267621739,66310.07545135368,1968.6032374405477,Business,0.11906909930065238
675.8281015104819,0.1658077194016814,Low,54588.13265184712,98588.80241442574,16346.784486878913,Personal,0.22579010308334735
675.9238663449177,0.41694273435220536,Medium,34697.34306588656,77614.81154572182,32360.931752104374,Business,0.3092823413285144
675.9700125351619,0.28537894005506126,Low,25520.706231288426,79442.67543267425,22671.266510114834,Education,0.22719223086253398
676.2024488178739,0.3887259593816867,Medium,34123.69287527453,58683.79430069123,22811.914239693757,Personal,0.2931266774718962
676.211785673227,0.4197017204034445,Medium,44191.97397486627,45729.70103735763,19192.834198914177,Education,0.3313377392837792
676.3026217195803,0.44833278639913565,Medium,14616.245061011554,56012.02222336114,25112.02599524981,Education,0.28363922936237235
676.4200374070966,0.5641515702494977,Medium,5000,57054.91257028337,32187.61851697317,Personal,0.3244702175856047
676.5682976957265,0,Low,8465.953893162168,61378.96685050239,0,Education,0.10819768515614708
676.6410854975322,0.40530591704163704,Medium,23085.17977722715,55285.47907328913,22407.531794885683,Personal,0.2788936882263497
676.6933692687089,0.32434905960108307,Low,17133.27795606022,70263.62786519983,22789.94162223802,Education,0.22935455180516776
676.7905911445752,0.3671041913856155,Low,5000,60997.583701216536,22392.468641111496,Real Estate,0.22678129236185868
676.8237712692322,0.3604361283376758,Low,19056.554828473603,57878.323481822656,20861.438830463747,Personal,0.2492270361735894
676.8904491500344,0.10107994038899543,Low,45767.98071390859,88721.02919996879,8967.916342783168,Real Estate,0.18480398070427848
676.8997995316984,0.5284760513095146,Medium,32313.404456300777,64542.799456934634,34109.3237974627,Business,0.36581687537252544
676.9117900069936,0.21366743673182315,Low,5000,73511.33141799907,15706.9777548274,Business,0.1665356365897067
677.3439673491227,0.11227779651009173,Low,53805.51253216392,87655.6373221257,9841.78181021603,Personal,0.2015615213366342
677.3797774711265,0.32813683260639337,Low,14948.271993186507,66089.94957198456,21686.546719667276,Education,0.22696100475470246
677.4897691479127,0.09111250555648648,Low,27910.77915408811,70617.98942382271,6434.18195376595,Personal,0.15594936371364368
677.5551408262947,0.14673284141292461,Low,24326.604548161944,120977.962472385,17751.440181919214,Education,0.17000562574790418
677.5673824214774,0.21621884912161451,Low,40404.79394979598,64484.899566384775,13942.850769966615,Real Estate,0.2225076912758193
677.7243877349379,0.32740572051449895,Low,16658.218798588292,82373.46617745803,26969.544045107355,Education,0.22954401604397653
677.7294391033881,0.044818341934426124,Low,34973.90743452612,53369.0399277121,2391.9118801922414,Personal,0.15005009612190578
677.8261525093069,0.12292416493565209,Low,31273.086338319583,94431.4190190871,11607.903326609936,Personal,0.17134532852498888
677.8588309344212,0.2880789108195413,Medium,59554.58128157183,84579.59651492783,24365.59804157668,Education,0.29307865735334504
678.0346356186185,0.5379103459347284,Medium,43272.920676313835,53378.73344800205,28712.97297457244,Education,0.3967496904823013
678.3193717648144,0.5613633641280111,Medium,10369.50959082625,74300.23019006077,41709.42717497813,Real Estate,0.3340484941740322
678.4280414812612,0.41462036602608227,Medium,25118.20277042092,53378.869191834754,22131.966282376892,Real Estate,0.2871035937154748
678.447053356455,0.44530829032368907,Medium,13909.428888114455,74337.46054252406,33103.08746119608,Business,0.27991273922135207
678.7212843904002,0.45925324229554737,Medium,10559.011520730815,48436.27902203139,22244.51818559972,Education,0.28008899220797234
678.8223924562881,0.41091752932624975,Medium,32833.75954026668,69611.86331110884,28604.734883597455,Education,0.30105260808227097
